entry.id,jurisdiction,intervention.category,intervention.type,primary.source.news.release.or.specific.resource,secondary.source,action,level,indigenous.population.group,date.announced,date.implemented,intervention.who,intervention.what,effective.until
MB152,Man.,Openings,Openings — non-essential services,https://news.gov.mb.ca/news/index.html?item=48468&posted=2020-06-17,http://www.manitoba.ca/covid19/restoring/phase-three.html,To be completed,Provincial/territorial,TRUE,2020-06-17,2020-06-21,Government of Manitoba,"Permitted faith-based services, including powwows and other cultural and spiritual events, to resume: indoor gatherings with a maximum group size of 30% of the site's capacity provided the group can be physically divided into subgroups of 50 or fewer; larger outdoor gatherings, provided the gathering can be physically divided into subgroups of 100 or fewer and are limited to 30% of the site's usual capacity",
MB153,Man.,Openings,Openings — non-essential services,https://news.gov.mb.ca/news/index.html?item=48699&posted=2020-07-23,http://www.manitoba.ca/covid19/restoring/phase-four.html,To be completed,Provincial/territorial,TRUE,2020-07-23,2020-07-25,Government of Manitoba,"Maintained current site capacity at 30% for faith-based services, including powwows and other cultural and spiritual events, but eliminated the need for subgroups (cohorts); for faith-based services, site capacity will be a maximum of 30% or 500 people, whichever is lower",
MB154,Man.,Openings,Openings — recreation,https://news.gov.mb.ca/news/index.html?item=48699&posted=2020-07-23,http://www.manitoba.ca/covid19/restoring/phase-four.html,To be completed,Provincial/territorial,FALSE,2020-07-23,2020-07-25,Government of Manitoba,"Permitted stage performances and opening movie theatres to a maximum capacity of 30% of the site, up to a maximum of 500 people",
MB155,Man.,Openings,Openings — non-essential services,https://news.gov.mb.ca/news/index.html?item=48699&posted=2020-07-23,http://www.manitoba.ca/covid19/restoring/phase-four.html,To be completed,Provincial/territorial,FALSE,2020-07-23,2020-07-25,Government of Manitoba,Permitted retail businesses and indoor recreation sites to use non-permeable barriers when distances of 2 metres cannot be maintained,
MB156,Man.,Openings,Openings — recreation,https://news.gov.mb.ca/news/index.html?item=48699&posted=2020-07-23,http://www.manitoba.ca/covid19/restoring/phase-four.html,To be completed,Provincial/territorial,FALSE,2020-07-23,2020-07-25,Government of Manitoba,Permitted casinos to open at a maximum of 30% of the site’s capacity,
MB157,Man.,Openings,Openings — education,https://news.gov.mb.ca/news/index.html?item=48837&posted=2020-07-30,Not applicable,To be completed,Provincial/territorial,FALSE,2020-07-30,2020-07-30,Government of Manitoba,"Released plan and safety guidance, entitled ""Welcoming Our Students Back: Restoring Safe Schools,"" for children in K-8 to return to full-time, in person learning; a blended plan of in-person and remote learning is anticipated for students in grade 9-12",
MB158,Man.,Health services,Health services — equipment,https://sharedhealthmb.ca/files/nr-supplemental-ppe-july-14-2020.pdf,Not applicable,To be completed,Provincial/territorial,FALSE,2020-07-14,2020-07-14,Shared Health Manitoba,Enhanced access to personal protective equipment and stabilizing stockpile allowing more N95 respirators to be available,
MB159,Man.,Health workforce,Health workforce — safety guidelines,https://sharedhealthmb.ca/files/covid-19-provincial-infection-prevention-control-advice-ppe.pdf,https://sharedhealthmb.ca/files/covid-19-ppe-table-outpatient.pdf,To be completed,Provincial/territorial,FALSE,2020-07-14,,Shared Health Manitoba,"Updated provincial infection prevention and control; advice on hand hygiene and use of personal protective equipment, scrubs, uniforms and footwear during clinical assessment.",
MB160,Man.,Public information,Public information — phase and alert level changes,https://news.gov.mb.ca/news/?archive=&item=49101,Not applicable,To be completed,Regional,FALSE,2020-08-22,2020-08-24,Government of Manitoba,Elevated Prairie Mountain Health region to the COVID-19 restricted level (orange),
MB161,Man.,Public information,Public information — masks,https://news.gov.mb.ca/news/?archive=&item=49101,Not applicable,To be completed,Regional,FALSE,2020-08-22,2020-08-24,Government of Manitoba,Announced that masks will be mandatory in all public indoor places and at all indoor and outdoor public gatherings in the Prairie Mountain Health region (yellow level),
MB162,Man.,Distancing,Distancing — gatherings,https://news.gov.mb.ca/news/?archive=&item=49101,Not applicable,To be completed,Regional,FALSE,2020-08-22,2020-08-24,Government of Manitoba,Prohibited indoor and outdoor public gatherings of more than 10 people in the Prairie Mountain Health region (yellow level),
MB163,Man.,Case management,Case management — self-isolation,https://news.gov.mb.ca/news/index.html?item=49117&posted=2020-08-27,Not applicable,To be completed,Provincial/territorial,FALSE,2020-08-27,2020-08-28,Government of Manitoba,Announced that Manitobans will be required to isolate for 14 days if they have tested positive for COVID-19 or been exposed to COVID-19 by a close contact,
MB164,Man.,Travel,Travel — restrictions,https://news.gov.mb.ca/news/index.html?item=49157&posted=2020-08-31,https://www.gov.mb.ca/asset_library/en/proactive/2020_2021/orders_soe_northern_09092020.pdf,To be completed,Provincial/territorial,FALSE,2020-08-31,2020-09-03,Government of Manitoba,Announced that travel restrictions to northern Manitoba and remote communities will be reimplemented,
MB165,Man.,Health services,Health services — visitors,https://news.gov.mb.ca/news/index.html?item=49157&posted=2020-08-31,Not applicable,To be completed,Provincial/territorial,FALSE,2020-08-31,2020-09-01,Government of Manitoba,Announced that all visitors to health care facilities and outpatients attending appointments at clinics within hospitals and health centres must wear a non-medical mask,
MB166,Man.,Openings,Openings — education,https://news.gov.mb.ca/news/index.html?item=48837,https://winnipeg.ctvnews.ca/anxiety-and-excitement-on-first-day-back-to-school-in-manitoba-1.5096764,To be completed,Provincial/territorial,FALSE,2020-07-30,2020-09-08,Government of Manitoba,Opened public schools for the first day of in-person K-12 classes,
MB167,Man.,Openings,Openings — daycares,https://news.gov.mb.ca/news/?archive=&item=49195,Not applicable,To be completed,Provincial/territorial,FALSE,2020-09-10,2020-09-08,Government of Manitoba,"Announced that wearing a non-medical mask is mandatory for children aged 9 and older attending child care facilities, including home-based child care; child care providers are also required to wear masks",
MB168,Man.,Openings,Openings — education,https://news.gov.mb.ca/news/index.html?item=49065&posted=2020-08-13,https://www.gov.mb.ca/asset_library/en/covid/k-12-reopeningplan-guideforparents.pdf,To be completed,Provincial/territorial,FALSE,2020-08-13,2020-08-13,Manitoba Education,"Released Restoring Safe Schools: August 13 — A Guide for Parents, Caregivers and Students to provide consistency across schools; safety measures include practising physical distancing to the fullest extent possible, using cohorts/groups and reminding parents to screen children daily",
MB169,Man.,Openings,Openings — education,https://engagemb.ca/welcoming-our-students-back-restoring-safe-schools/news_feed/welcoming-our-students-back-august-19-update,https://www.edu.gov.mb.ca/k12/covid/docs/mask_guidance.pdf,To be completed,Provincial/territorial,FALSE,2020-08-19,2020-08-19,Manitoba Education,"Required wearing of masks in schools for students in grades 4 to 12 as well as teachers, staff and visitors, when physical distancing of 2 metres is not possible; masks are required on buses for all students and bus drivers",
MB170,Man.,Public information,Public information — phase and alert level changes,https://news.gov.mb.ca/news/index.html?item=49231&posted=2020-09-17,Not applicable,To be completed,Regional,FALSE,2020-09-17,2020-09-18,Government of Manitoba,Lowered Prairie Mountain Health region to the COVID-19 caution level (yellow),
MB171,Man.,Public information,Public information — masks,https://news.gov.mb.ca/news/index.html?item=49231&posted=2020-09-17,Not applicable,To be completed,Regional,FALSE,2020-09-17,2020-09-18,Government of Manitoba,Masks are strongly recommended but not required in the Prairie Mountain Health region (yellow level),
MB172,Man.,Distancing,Distancing — gatherings,https://news.gov.mb.ca/news/index.html?item=49231&posted=2020-09-17,Not applicable,To be completed,Regional,FALSE,2020-09-17,2020-09-18,Government of Manitoba,Limited public gatherings to 50 people indoors and 100 people outdoors in the Prairie Mountain Health region (yellow level),
MB173,Man.,Public information,Public information — phase and alert level changes,https://news.gov.mb.ca/news/index.html?item=49298,Not applicable,To be completed,Regional,FALSE,2020-09-25,2020-09-28,Government of Manitoba,Elevated the Winnipeg Metropolitan Region to the COVID-19 restricted level (orange),
MB174,Man.,Public information,Public information — masks,https://news.gov.mb.ca/news/index.html?item=49298,Not applicable,To be completed,Regional,FALSE,2020-09-25,2020-09-28,Government of Manitoba,Announced that masks will be mandatory in all indoor public places in the Winnipeg Metropolitan Region (orange level),
MB175,Man.,Distancing,Distancing — gatherings,https://news.gov.mb.ca/news/index.html?item=49298,https://www.gov.mb.ca/asset_library/en/proactive/2020_2021/orders_soe_capital_09282020.pdf,To be completed,Regional,FALSE,2020-09-25,2020-09-28,Government of Manitoba,Prohibited indoor and outdoor public gatherings of more than 10 people in the Winnipeg Metropolitan Region (orange level),
MB176,Man.,Case management,Case management — education,https://www.edu.gov.mb.ca/k12/covid/docs/covid_response_k-12_schools.pdf,https://manitoba.ca/asset_library/en/covid/K12ResponseManagement.pdf,To be completed,Provincial/territorial,FALSE,2020-08-31,2020-08-31,Manitoba Education,"Required students to stay home when sick or exhibiting cold, flu or COVID-19 symptoms; any COVID-19 incident in a school will result in immediate contact by Public Health with instructions on whether that student and/or cohort must self-isolate, whether they need to be tested and when they can return to school",
