pruid,prename,prfname,week_end,series_type,product_name,numtotal_atleast1dose,numtotal_partially,numtotal_fully,prop_atleast1dose,prop_partially,prop_fully,V13,numweekdelta_atleast1dose,numweekdelta_fully,propweekdelta_partially,propweekdelta_fully
62,Nunavut,Nunavut,2021-04-24,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-05-01,1,Pfizer-BioNTech Comirnaty,6375803,5604144,771659,16.67,14.65,2.02,,,,,
1,Canada,Canada,2021-05-01,1,Moderna Spikevax,1739531,1496008,243523,4.55,3.91,0.64,,,,,
1,Canada,Canada,2021-05-01,1,AstraZeneca Vaxzevria/COVISHIELD,1554485,1550364,4121,4.06,4.05,0.01,,,,,
1,Canada,Canada,2021-05-01,3,Not reported,3109455,3005084,104371,8.13,7.86,0.27,,,,,
1,Canada,Canada,2021-05-01,3,Unknown,598,591,7,<0.01,<0.01,<0.01,,,,,
1,Canada,Canada,2021-05-01,3,PT-provided total,1781618,1689723,91895,4.66,4.42,0.24,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-01,1,Pfizer-BioNTech Comirnaty,115992,109083,6909,22.28,20.96,1.33,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-01,1,Moderna Spikevax,28854,26110,2744,5.54,5.02,0.53,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-01,1,AstraZeneca Vaxzevria/COVISHIELD,26439,26427,12,5.08,5.08,<0.01,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-01,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-01,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-01,1,Pfizer-BioNTech Comirnaty,32664,24304,8360,19.88,14.79,5.09,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-01,1,Moderna Spikevax,7817,5539,2278,4.76,3.37,1.39,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-01,1,AstraZeneca Vaxzevria/COVISHIELD,4921,4921,0,2.99,2.99,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-01,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-01,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-01,1,Pfizer-BioNTech Comirnaty,186791,160396,26395,18.83,16.17,2.66,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-01,1,Moderna Spikevax,52914,42717,10197,5.33,4.31,1.03,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-01,1,AstraZeneca Vaxzevria/COVISHIELD,44101,44099,2,4.45,4.45,<0.01,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-01,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-01,3,Unknown,6,1,5,<0.01,<0.01,<0.01,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-01,1,Pfizer-BioNTech Comirnaty,154405,130420,23985,19.56,16.53,3.04,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-01,1,Moderna Spikevax,47228,44010,3218,5.98,5.58,0.41,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-01,1,AstraZeneca Vaxzevria/COVISHIELD,41794,41771,23,5.30,5.29,<0.01,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-01,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-01,3,Unknown,579,579,0,0.07,0.07,0.00,,,,,
24,Quebec,Québec,2021-05-01,1,Pfizer-BioNTech Comirnaty,,"",,"","","",,,,,
24,Quebec,Québec,2021-05-01,1,Moderna Spikevax,,"",,"","","",,,,,
24,Quebec,Québec,2021-05-01,1,AstraZeneca Vaxzevria/COVISHIELD,,"",,"","","",,,,,
24,Quebec,Québec,2021-05-01,3,Not reported,3109455,3005084,104371,36.14,34.92,1.21,,,,,
24,Quebec,Québec,2021-05-01,3,Unknown,,"",,"","","",,,,,
35,Ontario,Ontario,2021-05-01,1,Pfizer-BioNTech Comirnaty,3348427,3066901,281526,22.58,20.69,1.90,,,,,
35,Ontario,Ontario,2021-05-01,1,Moderna Spikevax,809454,717621,91833,5.46,4.84,0.62,,,,,
35,Ontario,Ontario,2021-05-01,1,AstraZeneca Vaxzevria/COVISHIELD,794065,792116,1949,5.36,5.34,0.01,,,,,
35,Ontario,Ontario,2021-05-01,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-05-01,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-05-01,1,Pfizer-BioNTech Comirnaty,264635,206477,58158,19.12,14.92,4.20,,,,,
46,Manitoba,Manitoba,2021-05-01,1,Moderna Spikevax,78537,63487,15050,5.68,4.59,1.09,,,,,
46,Manitoba,Manitoba,2021-05-01,1,AstraZeneca Vaxzevria/COVISHIELD,69095,69094,1,4.99,4.99,<0.01,,,,,
46,Manitoba,Manitoba,2021-05-01,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-05-01,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-05-01,1,Pfizer-BioNTech Comirnaty,252322,218720,33602,21.39,18.54,2.85,,,,,
47,Saskatchewan,Saskatchewan,2021-05-01,1,Moderna Spikevax,83244,72337,10907,7.06,6.13,0.92,,,,,
47,Saskatchewan,Saskatchewan,2021-05-01,1,AstraZeneca Vaxzevria/COVISHIELD,71228,71223,5,6.04,6.04,<0.01,,,,,
47,Saskatchewan,Saskatchewan,2021-05-01,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-05-01,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-05-01,1,Pfizer-BioNTech Comirnaty,825645,565568,260077,18.58,12.73,5.85,,,,,
48,Alberta,Alberta,2021-05-01,1,Moderna Spikevax,231122,199567,31555,5.20,4.49,0.71,,,,,
48,Alberta,Alberta,2021-05-01,1,AstraZeneca Vaxzevria/COVISHIELD,248665,246575,2090,5.60,5.55,0.05,,,,,
48,Alberta,Alberta,2021-05-01,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-05-01,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-05-01,1,Pfizer-BioNTech Comirnaty,1194922,1122275,72647,22.91,21.52,1.39,,,,,
59,British Columbia,Colombie-Britannique,2021-05-01,1,Moderna Spikevax,332792,313585,19207,6.38,6.01,0.37,,,,,
59,British Columbia,Colombie-Britannique,2021-05-01,1,AstraZeneca Vaxzevria/COVISHIELD,254177,254138,39,4.87,4.87,<0.01,,,,,
59,British Columbia,Colombie-Britannique,2021-05-01,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-05-01,3,Unknown,13,11,2,<0.01,<0.01,<0.01,,,,,
59,British Columbia,Colombie-Britannique,2021-05-01,3,PT-provided total,1781618,1689723,91895,34.16,32.40,1.76,,,,,
60,Yukon,Yukon,2021-05-01,1,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-05-01,1,Moderna Spikevax,25192,2858,22334,58.66,6.66,52.01,,,,,
60,Yukon,Yukon,2021-05-01,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-05-01,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-05-01,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-01,1,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-01,1,Moderna Spikevax,26327,4655,21672,60.56,10.71,49.85,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-01,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-01,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-01,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-01,1,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-01,1,Moderna Spikevax,16050,3522,12528,40.73,8.94,31.79,,,,,
62,Nunavut,Nunavut,2021-05-01,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-01,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-01,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-05-08,1,Pfizer-BioNTech Comirnaty,7586674,6776694,809980,19.84,17.72,2.12,,,,,
1,Canada,Canada,2021-05-08,1,Moderna Spikevax,1994422,1731338,263084,5.21,4.53,0.69,,,,,
1,Canada,Canada,2021-05-08,1,AstraZeneca Vaxzevria/COVISHIELD,1652227,1647212,5015,4.32,4.31,0.01,,,,,
1,Canada,Canada,2021-05-08,3,Not reported,3538616,3363699,174917,9.25,8.80,0.46,,,,,
1,Canada,Canada,2021-05-08,3,Unknown,712,701,11,<0.01,<0.01,<0.01,,,,,
1,Canada,Canada,2021-05-08,3,PT-provided total,2048120,1941844,106276,5.36,5.08,0.28,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-08,1,Pfizer-BioNTech Comirnaty,133704,126786,6918,25.68,24.36,1.33,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-08,1,Moderna Spikevax,33088,30345,2743,6.36,5.83,0.53,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-08,1,AstraZeneca Vaxzevria/COVISHIELD,26792,26780,12,5.15,5.14,<0.01,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-08,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-08,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-08,1,Pfizer-BioNTech Comirnaty,37575,28993,8582,22.87,17.64,5.22,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-08,1,Moderna Spikevax,10039,7685,2354,6.11,4.68,1.43,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-08,1,AstraZeneca Vaxzevria/COVISHIELD,5003,5003,0,3.04,3.04,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-08,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-08,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-08,1,Pfizer-BioNTech Comirnaty,216373,189376,26997,21.81,19.09,2.72,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-08,1,Moderna Spikevax,54422,43728,10694,5.49,4.41,1.08,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-08,1,AstraZeneca Vaxzevria/COVISHIELD,55337,55335,2,5.58,5.58,<0.01,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-08,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-08,3,Unknown,7,1,6,<0.01,<0.01,<0.01,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-08,1,Pfizer-BioNTech Comirnaty,178835,152308,26527,22.66,19.30,3.36,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-08,1,Moderna Spikevax,55051,51434,3617,6.98,6.52,0.46,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-08,1,AstraZeneca Vaxzevria/COVISHIELD,43166,43066,100,5.47,5.46,0.01,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-08,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-08,3,Unknown,705,700,5,0.09,0.09,<0.01,,,,,
24,Quebec,Québec,2021-05-08,1,Pfizer-BioNTech Comirnaty,,"",,"","","",,,,,
24,Quebec,Québec,2021-05-08,1,Moderna Spikevax,,"",,"","","",,,,,
24,Quebec,Québec,2021-05-08,1,AstraZeneca Vaxzevria/COVISHIELD,,"",,"","","",,,,,
24,Quebec,Québec,2021-05-08,3,Not reported,3538616,3363699,174917,41.13,39.09,2.03,,,,,
24,Quebec,Québec,2021-05-08,3,Unknown,,"",,"","","",,,,,
35,Ontario,Ontario,2021-05-08,1,Pfizer-BioNTech Comirnaty,3967799,3674489,293310,26.76,24.78,1.98,,,,,
35,Ontario,Ontario,2021-05-08,1,Moderna Spikevax,935036,837922,97114,6.31,5.65,0.66,,,,,
35,Ontario,Ontario,2021-05-08,1,AstraZeneca Vaxzevria/COVISHIELD,851315,848745,2570,5.74,5.72,0.02,,,,,
35,Ontario,Ontario,2021-05-08,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-05-08,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-05-08,1,Pfizer-BioNTech Comirnaty,307737,249458,58279,22.24,18.03,4.21,,,,,
46,Manitoba,Manitoba,2021-05-08,1,Moderna Spikevax,90595,73123,17472,6.55,5.28,1.26,,,,,
46,Manitoba,Manitoba,2021-05-08,1,AstraZeneca Vaxzevria/COVISHIELD,75320,75310,10,5.44,5.44,<0.01,,,,,
46,Manitoba,Manitoba,2021-05-08,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-05-08,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-05-08,1,Pfizer-BioNTech Comirnaty,310849,275961,34888,26.35,23.39,2.96,,,,,
47,Saskatchewan,Saskatchewan,2021-05-08,1,Moderna Spikevax,97456,85992,11464,8.26,7.29,0.97,,,,,
47,Saskatchewan,Saskatchewan,2021-05-08,1,AstraZeneca Vaxzevria/COVISHIELD,73431,73403,28,6.22,6.22,<0.01,,,,,
47,Saskatchewan,Saskatchewan,2021-05-08,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-05-08,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-05-08,1,Pfizer-BioNTech Comirnaty,1026295,752394,273901,23.10,16.93,6.16,,,,,
48,Alberta,Alberta,2021-05-08,1,Moderna Spikevax,274832,241023,33809,6.19,5.42,0.76,,,,,
48,Alberta,Alberta,2021-05-08,1,AstraZeneca Vaxzevria/COVISHIELD,255273,253054,2219,5.75,5.70,0.05,,,,,
48,Alberta,Alberta,2021-05-08,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-05-08,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-05-08,1,Pfizer-BioNTech Comirnaty,1407201,1326623,80578,26.98,25.44,1.55,,,,,
59,British Columbia,Colombie-Britannique,2021-05-08,1,Moderna Spikevax,374761,349137,25624,7.19,6.70,0.49,,,,,
59,British Columbia,Colombie-Britannique,2021-05-08,1,AstraZeneca Vaxzevria/COVISHIELD,266590,266516,74,5.11,5.11,<0.01,,,,,
59,British Columbia,Colombie-Britannique,2021-05-08,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-05-08,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-05-08,3,PT-provided total,2048120,1941844,106276,39.28,37.24,2.04,,,,,
60,Yukon,Yukon,2021-05-08,1,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-05-08,1,Moderna Spikevax,25731,2914,22817,59.92,6.79,53.13,,,,,
60,Yukon,Yukon,2021-05-08,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-05-08,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-05-08,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-08,1,Pfizer-BioNTech Comirnaty,306,306,0,0.70,0.70,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-08,1,Moderna Spikevax,26997,4498,22499,62.10,10.35,51.75,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-08,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-08,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-08,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-08,1,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-08,1,Moderna Spikevax,16414,3537,12877,41.66,8.98,32.68,,,,,
62,Nunavut,Nunavut,2021-05-08,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-08,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-08,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-05-15,1,Pfizer-BioNTech Comirnaty,8993428,8129998,863430,23.52,21.26,2.26,,,,,
1,Canada,Canada,2021-05-15,1,Moderna Spikevax,2399424,2104697,294727,6.27,5.50,0.77,,,,,
1,Canada,Canada,2021-05-15,1,AstraZeneca Vaxzevria/COVISHIELD,1673971,1668215,5756,4.38,4.36,0.02,,,,,
1,Canada,Canada,2021-05-15,3,Not reported,4073238,3718773,354465,10.65,9.72,0.93,,,,,
1,Canada,Canada,2021-05-15,3,Unknown,876,840,36,<0.01,<0.01,<0.01,,,,,
1,Canada,Canada,2021-05-15,3,PT-provided total,2392600,2262170,130430,6.26,5.92,0.34,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-15,1,Pfizer-BioNTech Comirnaty,158483,151521,6962,30.45,29.11,1.34,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-15,1,Moderna Spikevax,40491,37584,2907,7.78,7.22,0.56,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-15,1,AstraZeneca Vaxzevria/COVISHIELD,26796,26784,12,5.15,5.15,<0.01,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-15,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-15,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-15,1,Pfizer-BioNTech Comirnaty,45020,35651,9369,27.40,21.70,5.70,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-15,1,Moderna Spikevax,11886,9501,2385,7.23,5.78,1.45,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-15,1,AstraZeneca Vaxzevria/COVISHIELD,5241,5241,0,3.19,3.19,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-15,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-15,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-15,1,Pfizer-BioNTech Comirnaty,260772,232774,27998,26.29,23.46,2.82,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-15,1,Moderna Spikevax,69617,58419,11198,7.02,5.89,1.13,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-15,1,AstraZeneca Vaxzevria/COVISHIELD,58113,58111,2,5.86,5.86,<0.01,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-15,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-05-15,3,Unknown,9,2,7,<0.01,<0.01,<0.01,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-15,1,Pfizer-BioNTech Comirnaty,218636,189030,29606,27.70,23.95,3.75,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-15,1,Moderna Spikevax,60631,56942,3689,7.68,7.21,0.47,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-15,1,AstraZeneca Vaxzevria/COVISHIELD,43306,43203,103,5.49,5.47,0.01,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-15,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-05-15,3,Unknown,812,807,5,0.10,0.10,<0.01,,,,,
24,Quebec,Québec,2021-05-15,1,Pfizer-BioNTech Comirnaty,,"",,"","","",,,,,
24,Quebec,Québec,2021-05-15,1,Moderna Spikevax,,"",,"","","",,,,,
24,Quebec,Québec,2021-05-15,1,AstraZeneca Vaxzevria/COVISHIELD,,"",,"","","",,,,,
24,Quebec,Québec,2021-05-15,3,Not reported,4073238,3718773,354465,47.34,43.22,4.12,,,,,
24,Quebec,Québec,2021-05-15,3,Unknown,,"",,"","","",,,,,
35,Ontario,Ontario,2021-05-15,1,Pfizer-BioNTech Comirnaty,4660457,4340423,320034,31.43,29.28,2.16,,,,,
35,Ontario,Ontario,2021-05-15,1,Moderna Spikevax,1116955,1010245,106710,7.53,6.81,0.72,,,,,
35,Ontario,Ontario,2021-05-15,1,AstraZeneca Vaxzevria/COVISHIELD,860949,857825,3124,5.81,5.79,0.02,,,,,
35,Ontario,Ontario,2021-05-15,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
35,Ontario,Ontario,2021-05-15,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-05-15,1,Pfizer-BioNTech Comirnaty,379520,321069,58451,27.43,23.20,4.22,,,,,
46,Manitoba,Manitoba,2021-05-15,1,Moderna Spikevax,103631,81259,22372,7.49,5.87,1.62,,,,,
46,Manitoba,Manitoba,2021-05-15,1,AstraZeneca Vaxzevria/COVISHIELD,77382,77322,60,5.59,5.59,<0.01,,,,,
46,Manitoba,Manitoba,2021-05-15,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
46,Manitoba,Manitoba,2021-05-15,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-05-15,1,Pfizer-BioNTech Comirnaty,367010,330693,36317,31.11,28.03,3.08,,,,,
47,Saskatchewan,Saskatchewan,2021-05-15,1,Moderna Spikevax,113739,101352,12387,9.64,8.59,1.05,,,,,
47,Saskatchewan,Saskatchewan,2021-05-15,1,AstraZeneca Vaxzevria/COVISHIELD,73467,73414,53,6.23,6.22,<0.01,,,,,
47,Saskatchewan,Saskatchewan,2021-05-15,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
47,Saskatchewan,Saskatchewan,2021-05-15,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-05-15,1,Pfizer-BioNTech Comirnaty,1245125,964556,280569,28.03,21.71,6.32,,,,,
48,Alberta,Alberta,2021-05-15,1,Moderna Spikevax,349208,311738,37470,7.86,7.02,0.84,,,,,
48,Alberta,Alberta,2021-05-15,1,AstraZeneca Vaxzevria/COVISHIELD,255739,253504,2235,5.76,5.71,0.05,,,,,
48,Alberta,Alberta,2021-05-15,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
48,Alberta,Alberta,2021-05-15,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-05-15,1,Pfizer-BioNTech Comirnaty,1657496,1563372,94124,31.78,29.98,1.80,,,,,
59,British Columbia,Colombie-Britannique,2021-05-15,1,Moderna Spikevax,462872,426757,36115,8.88,8.18,0.69,,,,,
59,British Columbia,Colombie-Britannique,2021-05-15,1,AstraZeneca Vaxzevria/COVISHIELD,272978,272811,167,5.23,5.23,<0.01,,,,,
59,British Columbia,Colombie-Britannique,2021-05-15,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
59,British Columbia,Colombie-Britannique,2021-05-15,3,Unknown,55,31,24,<0.01,<0.01,<0.01,,,,,
59,British Columbia,Colombie-Britannique,2021-05-15,3,PT-provided total,2392600,2262170,130430,45.88,43.38,2.50,,,,,
60,Yukon,Yukon,2021-05-15,1,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-05-15,1,Moderna Spikevax,26242,3006,23236,61.11,7.00,54.11,,,,,
60,Yukon,Yukon,2021-05-15,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-05-15,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
60,Yukon,Yukon,2021-05-15,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-15,1,Pfizer-BioNTech Comirnaty,909,909,0,2.09,2.09,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-15,1,Moderna Spikevax,27444,4488,22956,63.13,10.32,52.81,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-15,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-15,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-15,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-15,1,Pfizer-BioNTech Comirnaty,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-15,1,Moderna Spikevax,16708,3406,13302,42.40,8.64,33.76,,,,,
62,Nunavut,Nunavut,2021-05-15,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-15,3,Not reported,0,0,0,0.00,0.00,0.00,,,,,
62,Nunavut,Nunavut,2021-05-15,3,Unknown,0,0,0,0.00,0.00,0.00,,,,,
1,Canada,Canada,2021-05-22,1,Pfizer-BioNTech Comirnaty,10267173,9298994,968179,26.85,24.31,2.53,,,,,
1,Canada,Canada,2021-05-22,1,Moderna Spikevax,2687289,2354687,332602,7.03,6.16,0.87,,,,,
1,Canada,Canada,2021-05-22,1,AstraZeneca Vaxzevria/COVISHIELD,1675818,1668849,6969,4.38,4.36,0.02,,,,,
1,Canada,Canada,2021-05-22,3,Not reported,4602185,4155234,446951,12.03,10.87,1.17,,,,,
