index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,csdname,csduid,pruid,geometry
2918,Cedarvale Terrace,long-term care home,Nursing and residential care facilities,Province of Ontario,"",429,walmer road,M5P 2X9,toronto,Ontario,"",Toronto,3520005,35,-79.4124234|43.68545859
2919,Cedarwood Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,"",860,great northern road,P6B 0B5,sault ste marie,Ontario,"",Sault Ste. Marie,3557061,35,-84.31955276|46.55200831
292,the Good Samaritan Society — Dr. Gerald Zetter Care Centre,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,"",9649,71 ave,T6E 5J2,edmonton,Alberta,9649 - 71st ave. edmonton ab t6e 5j2,Edmonton,4811061,48,-113.477577|53.5072809
2920,Cedarwood Village,long-term care home,Nursing and residential care facilities,Province of Ontario,"",500,queensway w,N3Y 4R4,simcoe,Ontario,"",Norfolk County,3528052,35,-80.32971141|42.8408326
2921,Centennial Park Place,retirement home,Nursing and residential care facilities,Province of Ontario,"",25,centennial park road,M9C 5H1,toronto,Ontario,"",Toronto,3520005,35,-79.58203235|43.65323988
2922,Centennial Place Long-Term Care Home,long-term care home,Nursing and residential care facilities,Province of Ontario,"",2,centennial lane n,M5J 2G2,millbrook,Ontario,"",Cavan Monaghan,3515013,35,-78.4477515|44.1562909
2934,Central Place Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,"",855,3 avenue e,N4K 2K6,owen sound,Ontario,"",Owen Sound,3542059,35,-80.94004436|44.56533917
2939,CENTRE D'ACCUEIL CHAMPLAIN,long-term care home,Nursing and residential care facilities,Province of Ontario,"",275,perrier avenue,K1L 5C6,ottawa,Ontario,"",Ottawa,3506008,35,-75.66040993|45.44308406
2940,CENTRE D'ACCUEIL MON CHEZ NOUS,retirement home,Nursing and residential care facilities,Province of Ontario,"",2025,rue lajoie,K0B 1J0,lefaivre,Ontario,"",Alfred and Plantagenet,3502023,35,-74.89555409|45.63941613
2941,CENTRE D'ACCUEIL ROGER SEGUIN,long-term care home,Nursing and residential care facilities,Province of Ontario,"",435,lemay street,K0A 1N0,clarence creek,Ontario,"",Clarence-Rockland,3502036,35,-75.21616879|45.51025689
2948,CENTRE DE SERVICES GUIGUES,senior active living centre,Nursing and residential care facilities,Province of Ontario,"",162,murray street,K1N 5M8,ottawa,Ontario,"",Ottawa,3506008,35,-75.69116704|45.43059996
2970,Champlain Manor Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",65,fittons road w,L3V 3V2,orillia,Ontario,"",Orillia,3543052,35,-79.43833899|44.61915565
2972,Chapel Hill Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",2305,pagé road,K1W 1H3,ottawa,Ontario,"",Ottawa,3506008,35,-75.52636768|45.44605817
2974,Chapleau General Hospital,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,"",6,broomhead rd,P0M 1K0,chapleau,Ontario,6 broomhead rd. chapleau on p0m 1k0,Chapleau,3552092,35,-83.414963|47.84117
2976,Charity House (Windsor),mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,"",875,oullette avenue,N9A 4J6,windsor,Ontario,"",Windsor,3537039,35,-83.03517701|42.31079847
2977,Charlotte Villa,retirement home,Nursing and residential care facilities,Province of Ontario,"",120,darling street,N3T 5W6,brantford,Ontario,"",Brantford,3529006,35,-80.26118952|43.14078355
2979,Chartwell Anne Hathaway Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",480,downie street,N5A 7Y5,stratford,Ontario,"",Stratford,3531011,35,-80.97808866|43.36179776
2980,Chartwell Aurora Long Term Care Residence,long-term care home,Nursing and residential care facilities,Province of Ontario,"",32,mill street,L4G 2R9,aurora,Ontario,"",Aurora,3519046,35,-79.47131474|43.99779774
2981,Chartwell Avondale Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",1238,queen street e,M4L 1C3,toronto,Ontario,"",Toronto,3520005,35,-79.32980687|43.66365619
2982,Chartwell Aylmer Long Term Care Residence,long-term care home,Nursing and residential care facilities,Province of Ontario,"",465,talbot street w,N5H 1K8,aylmer,Ontario,"",Aylmer,3534011,35,-80.99760032|42.77395085
2983,Chartwell Ballycliffe Long Term Care Residence,long-term care home,Nursing and residential care facilities,Province of Ontario,"",70,station street,L1S 1R9,ajax,Ontario,"",Ajax,3518005,35,-79.02534179|43.85095764
2984,Chartwell Bankside Terrace Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",71,bankside drive,N2N 3L1,kitchener,Ontario,"",Kitchener,3530013,35,-80.52861203|43.43152629
2985,Chartwell Barclay House Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",600,chippewa street w,P1B 9E7,north bay,Ontario,"",North Bay,3548044,35,-79.44891816|46.32411793
2986,Chartwell Barrington Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",450,yonge street,L4N 4E2,barrie,Ontario,"",Barrie,3543042,35,-79.65990624|44.3637375
2987,Chartwell Barton Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",17290,leslie street,L3Y 3E1,newmarket,Ontario,"",Newmarket,3519048,35,-79.43131634|44.06067035
2988,Chartwell Bayview Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",435,dundas street w,K8P 1B6,belleville,Ontario,"",Belleville,3512005,35,-77.40901089|44.14640476
2989,CHARTWELL BELCOURT RESIDENCE POUR RETRAITÉS,retirement home,Nursing and residential care facilities,Province of Ontario,"",1344,belcourt boulevard,K1C 1L9,ottawa,Ontario,"",Ottawa,3506008,35,-75.52244358|45.47099417
2990,Chartwell Bon Air Long Term Care Residence,long-term care home,Nursing and residential care facilities,Province of Ontario,"",131,laidlaw street s,L0E 1E0,cannington,Ontario,"",Brock,3518039,35,-79.03751134|44.34590892
2991,Chartwell Brant Centre Long Term Care Residence,long-term care home,Nursing and residential care facilities,Province of Ontario,"",1182,northshore boulevard e,L7S 1C5,burlington,Ontario,"",Burlington,3524002,35,-79.80381069|43.31651571
2992,Chartwell Bridlewood Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",3998,bridle path drive,L1T 4H4,ottawa,Ontario,"",Ottawa,3506008,35,-75.64630022|45.34850954
2993,Chartwell Centennial Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",259,hillcroft street,L1G 8E4,oshawa,Ontario,"",Oshawa,3518013,35,-78.85972124|43.91235415
2994,Chartwell Champlain Long Term Care Residence,long-term care home,Nursing and residential care facilities,Province of Ontario,"",428,front road w,K0B 1K0,lorignal,Ontario,"",Champlain,3502010,35,-74.67048831|45.62972163
2995,Chartwell Chateau Cornwall Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",41,amelia street,K6H 7E5,cornwall,Ontario,"",Cornwall,3501012,35,-74.72297518|45.01776073
2996,Chartwell Chateau Georgian Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",455,cedar street n,P4N 8K4,timmins,Ontario,"",Timmins,3556027,35,-81.33032493|48.48577307
2997,Chartwell Christopher Terrace Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",3131,new street,L7N 3P8,burlington,Ontario,"",Burlington,3524002,35,-79.78182398|43.34219451
2998,Chartwell Collegiate Heights Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",95,fauquier avenue,P6B 2B2,sault ste marie,Ontario,"",Sault Ste. Marie,3557061,35,-84.32534525|46.5149724
2999,Chartwell Colonial Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",101,manning road,L1N 9M2,whitby,Ontario,"",Whitby,3518009,35,-78.94637257|43.89217885
3000,Chartwell Conservatory Pond Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",1499,stoneridge drive,K7M 9H9,kingston,Ontario,"",Kingston,3510010,35,-76.59274333|44.23685681
3001,Chartwell Constantia Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",784,centre street,L4J 9G7,vaughan,Ontario,"",Vaughan,3519028,35,-79.45672392|43.81000591
3002,Chartwell Deerview Crossing Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",460,rymal road w,L9B 0B2,hamilton,Ontario,"",Hamilton,3525005,35,-79.91323931|43.20793238
3003,Chartwell Duke of Devonshire Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",1095,carling avenue,K1Y 4P6,ottawa,Ontario,"",Ottawa,3506008,35,-75.72455914|45.39043205
3004,Chartwell Elmira Long Term Care Residence,long-term care home,Nursing and residential care facilities,Province of Ontario,"",11,herbert street,N3B 2B8,elmira,Ontario,"",Woolwich,3530035,35,-80.56368125|43.60150562
3005,Chartwell Elmira Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",8,snyder avenue n,N3B 2B1,elmira,Ontario,"",Woolwich,3530035,35,-80.56320535|43.60068982
3006,Chartwell Empress Kanata Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",170,mcgibbon drive,K2L 4H5,ottawa,Ontario,"",Ottawa,3506008,35,-75.9068857|45.30730983
3007,Chartwell Georgian Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",255,governors road,L9H 3K4,hamilton,Ontario,"",Hamilton,3525005,35,-79.97063634|43.26028359
3008,Chartwell Georgian Traditions Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",57,trott boulevard,L9Y 0A3,collingwood,Ontario,"",Collingwood,3543031,35,-80.23901844|44.50987989
3009,Chartwell Gibson Long Term Care Residence,long-term care home,Nursing and residential care facilities,Province of Ontario,"",1925,steeles avenue e,M2H 2H3,toronto,Ontario,"",Toronto,3520005,35,-79.37379369|43.80765981
3010,Chartwell Gibson Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",1955,steeles avenue e,M2H 3P1,toronto,Ontario,"",Toronto,3520005,35,-79.37282579|43.80779081
3011,Chartwell Glacier Ridge Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",1261,jasper drive,P7B 6Z4,thunder bay,Ontario,"",Thunder Bay,3558004,35,-89.25289087|48.41801316
3012,Chartwell Grenadier Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",2100,bloor street w,M6S 1M7,toronto,Ontario,"",Toronto,3520005,35,-79.47100711|43.65263078
3013,Chartwell Hartford Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",3,fifth street w,K0C 1X0,morrisburg,Ontario,"",South Dundas,3501020,35,-75.18473483|44.89855949
3014,Chartwell Harwood Retirement Residences,retirement home,Nursing and residential care facilities,Province of Ontario,"",240,old harwood avenue,L1T 0N2,ajax,Ontario,"",Ajax,3518005,35,-79.02835469|43.86504834
3015,Chartwell Heritage Glen Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",6509,glen erin drive,L5N 8P9,mississauga,Ontario,"",Mississauga,3521005,35,-79.7524751|43.58275466
3016,Chartwell Hilldale Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",309,hilldale road,P7G 0A2,thunder bay,Ontario,"",Thunder Bay,3558004,35,-89.25930628|48.46195217
3017,Chartwell Hollandview Trail Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",200,john west way,L4G 0E4,aurora,Ontario,"",Aurora,3519046,35,-79.45096614|44.00838574
3018,CHARTWELL HÉRITAGE RESIDENCE POUR RETRAITÉS,retirement home,Nursing and residential care facilities,Province of Ontario,"",624,wilson street,K1K 4S5,ottawa,Ontario,"",Ottawa,3506008,35,-75.64156412|45.44081286
3019,Chartwell Isabella Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",1350,isabella street e,P7E 0A5,thunder bay,Ontario,"",Thunder Bay,3558004,35,-89.25576126|48.37697526
3020,Chartwell Jackson Creek Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",481,reid street,K9H 7R9,peterborough,Ontario,"",Peterborough,3515014,35,-78.3291506|44.30857555
3021,Chartwell James Street Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",148,james street,P1L 1S7,bracebridge,Ontario,"",Bracebridge,3544018,35,-79.31395439|45.04370993
3022,Chartwell Kanata Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",20,shirleys brook drive,K2K 2W8,ottawa,Ontario,"",Ottawa,3506008,35,-75.92250971|45.35276403
3023,Chartwell Kingsville Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",240,main street e,N9Y 1A6,kingsville,Ontario,"",Kingsville,3537013,35,-82.72822769|42.03955604
3024,Chartwell Lakeshore Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",5314,lakeshore road,L7L 6L8,burlington,Ontario,"",Burlington,3524002,35,-79.73256877|43.36642542
3025,Chartwell Lancaster Long Term Care Residence,long-term care home,Nursing and residential care facilities,Province of Ontario,"",105,military road n,K0C 1N0,lancaster,Ontario,"",South Glengarry,3501005,35,-74.50391692|45.14626646
3026,Chartwell Lansing Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",10,senlac road,M2N 6P8,toronto,Ontario,"",Toronto,3520005,35,-79.42349041|43.7594321
3027,Chartwell Leamington Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",1,henry avenue,N8H 5P1,leamington,Ontario,"",Leamington,3537003,35,-82.60343625|42.03829014
3028,Chartwell London Long Term Care Residence,long-term care home,Nursing and residential care facilities,Province of Ontario,"",2000,blackwater road,N5X 4K6,london,Ontario,"",London,3539036,35,-81.26074922|43.04406869
3029,Chartwell Lord Lansdowne Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",920,bank street,K1S 1M8,ottawa,Ontario,"",Ottawa,3506008,35,-75.68676793|45.39947355
3030,Chartwell Martha's Landing Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",2109,lakeshore road,L7R 4Z4,burlington,Ontario,"",Burlington,3524002,35,-79.79224629|43.32692581
3031,Chartwell Mcconnell Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,"",801,fourth street e,K6H 7M8,cornwall,Ontario,"",Cornwall,3501012,35,-74.71485918|45.02570993
3032,Chartwell Meadowbrook Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,"",18,jacobson drive,P3Y 1P7,sudbury,Ontario,"",Greater Sudbury / Grand Sudbury,3553005,35,-81.14115202|46.42492066
