entry.id,jurisdiction,date.announced,date.implemented,category,type,primary.source.(news.release.or.specific.resource),secondary.source,action,level,indigenous.population.group,who,what,effective.until
BC030,British Columbia,18349,18349,health services,other,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/covid-19/ethics_framework_for_covid_march_28_2020.pdf,http://www.bccdc.ca/health-professionals/clinical-resources/covid-19-care/ethics,Not applicable,Provincial/territorial,FALSE,"minister of health, provincial health officer, government of british columbia","released the covid-19 ethics framework to inform health care organizations, workers, teams in making decisions under challenging circumstances",18988
BC031,British Columbia,18349,18349,health services,equipment,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/covid-19/ethics_framework_for_covid_march_28_2020.pdf ,http://www.bccdc.ca/health-professionals/clinical-resources/covid-19-care/ethics,Not applicable,Provincial/territorial,FALSE,"minister of health, provincial health officer, government of british columbia",published covid-19 ethics framework to provide guidance on management of equipment during times of scarcity and low resources.,18988
BC036,British Columbia,18352,18352,case management,assessment centres,http://www.phsa.ca/staff-resources/covid-19-resources-for-staff/staff-covid-19-testing,Not applicable,Not applicable,Provincial/territorial,FALSE,bc centre for disease control,provided online listing of collection centres to facilitate testing,18988
BC037,British Columbia,18351,18351,health workforce,licence reinstatement/reclassification,https://www.bcpharmacists.org/news/bcs-covid-19-response-pdap-exemptions-ce-submissions-during-covid-19,https://www.bcpharmacists.org/professional-development-and-assessment-program-pdap,Not applicable,Provincial/territorial,FALSE,college of pharmacists of british columbia,"modified registration requirements for the purposes of licence reinstatement for pharmacists and pharmacy technicians who wish to reinstate and who have been in the ""non-practising"" or ""former"" category for less than 90 days",18627
BC040,British Columbia,18353,18353,health services,equipment,https://news.gov.bc.ca/releases/2020HLTH0018-000614,https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/supply-products-services,Not applicable,Provincial/territorial,FALSE,"minister of health, provincial health officer, government of british columbia",launched a public-private partnership covid-19 supply hub to fast-track sourcing and delivery of medical supplies and personal protective equipment for provincial health authorities to support front-line health workers,18988
BC041,British Columbia,18354,18354,closures/openings,non-essential services,https://news.gov.bc.ca/releases/2020HLTH0119-000624,Not applicable,Tightening,Provincial/territorial,FALSE,"minister of health, provincial health officer, government of british columbia",called on faith leaders to postpone all in-person gatherings and use online and technological tools to connect and celebrate in other ways,18988
BC042,British Columbia,,18354,case management,case definition,http://www.bccdc.ca/resource-gallery/Documents/Guidelines%20and%20Forms/Guidelines%20and%20Manuals/Epid/CD%20Manual/Chapter%201%20-%20CDC/2019-nCoV-Interim_Guidelines.pdf,http://www.bccdc.ca/health-professionals/clinical-resources/case-definitions/covid-19-(novel-coronavirus),Not applicable,Provincial/territorial,FALSE,bc centre for disease control,"published interim guidance on the public health management of covid-19 cases and contacts in the community, including persons under investigation. case definition (in secondary source column) aligns with the national case definition.",18988
BC043,British Columbia,,18354,case management,test criteria,http://www.bccdc.ca/resource-gallery/Documents/Guidelines%20and%20Forms/Guidelines%20and%20Manuals/Epid/CD%20Manual/Chapter%201%20-%20CDC/2019-nCoV-Interim_Guidelines.pdf,Not applicable,Not applicable,Provincial/territorial,FALSE,bc centre for disease control,"updated testing priority to include more severe cases, immunocompromised, those at risk of exposure to vulnerable populations, and health care workers",18988
BC044,British Columbia,,18354,case management,self-isolation,http://www.bccdc.ca/resource-gallery/Documents/Guidelines%20and%20Forms/Guidelines%20and%20Manuals/Epid/CD%20Manual/Chapter%201%20-%20CDC/2019-nCoV-Interim_Guidelines.pdf,Not applicable,Not applicable,Provincial/territorial,FALSE,bc centre for disease control,updated guidance on self-isolation to control spread,18988
BC045,British Columbia,18355,18355,closures/openings,education,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/covid-19/covid-19-pho-guidance-k-12-schools.pdf,Not applicable,Tightening,Provincial/territorial,FALSE,"ministry of health, bc centre for disease control","issued guidance on managing covid-19 for schools and school districts that choose to resume in-person activities for children of essential workers based on march 30 advice to school districts, and independent school authorities, to ensure ongoing school care and learning opportunities for children of essential service workers",18988
BC046,British Columbia,,18355,closures/openings,health services,https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/essential-services-covid-19,Not applicable,Easing,Provincial/territorial,FALSE,"emergency management bc, in consultation with other government ministries and the provincial health officer","identified essential health services, including individuals, agencies and organizations that support the delivery of health care, mental health or addictions services, and blood and plasma donation services, as well as workers who perform critical clinical research needed for covid-19 response",18988
BC047,British Columbia,,18355,closures/openings,non-essential services,https://www2.gov.bc.ca/gov/content/safety/emergency-preparedness-response-recovery/covid-19-provincial-support/essential-services-covid-19,Not applicable,Tightening,Provincial/territorial,FALSE,"emergency management bc, in consultation with other government ministries and the provincial health officer","published list of essential services to remain open during the pandemic (including industry and manufacturing, sanitation, communications and information technology, and financial institutions). all non-essential services closed.",18988
BC053,British Columbia,18356,18356,travel,self-isolation,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/covid-19/covid-19-pho-guidance-self-isolation-multi-generational-households.pdf,Not applicable,Not applicable,Provincial/territorial,FALSE,"ministry of health, bc centre for disease control",issued guidance on self-isolation after travel in multi-generational households,18988
BC054,British Columbia,18359,18359,case management,self-isolation,https://news.gov.bc.ca/releases/2020MAH0019-000644,Not applicable,Not applicable,Regional,FALSE,ministry of municipal affairs and housing,"partnering with local governments, non-profits and the hotel industry to secure new spaces for vulnerable people who need a place to self-isolate and reduce the spread of covid-19",18988
BC055,British Columbia,18360,18360,closures/openings,recreation,https://news.gov.bc.ca/releases/2020ENV0019-000645,Not applicable,Tightening,Provincial/territorial,FALSE,ministry of environment and climate change,ordered immediate closure of all provincial parks,18413
BC056,British Columbia,18360,18360,closures/openings,recreation,https://news.gov.bc.ca/releases/2020FLNR0019-000647,Not applicable,Tightening,Regional,FALSE,"ministry of forests, lands, natural resource operations and rural development",prohibited camping and restricted recreational vehicle use in the koocanusa region,18413
BC057,British Columbia,18360,18360,travel,self-isolation,https://news.gov.bc.ca/releases/2020PREM0019-000657,Not applicable,Tightening,Provincial/territorial,FALSE,government of british columbia,"introduced new measure that requires all international travellers (including from the us) coming to the province to provide a self-isolation plan before or upon arrival to b.c., regardless of their point of entry to canada",18988
BC058,British Columbia,18360,18361,case management,test criteria,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/testing/phases-of-covid-19-testing-in-bc,http://www.bccdc.ca/Health-Professionals-Site/Documents/PHSA-labtesting-archived-summary.pdf,Not applicable,Provincial/territorial,TRUE,bc centre for disease control,"recommended testing the following groups even if they present with only mild symptoms: residents and staff of long-term care facilities; patients requiring admission to hospital or likely to be admitted, including pregnant individuals in their third trimester, patients on hemodialysis or cancer patients; patients who are part of an investigation of a cluster or outbreak. recommended testing for the following if they develop a fever and onset of cough or shortness of breath: health care workers; residents of remote, isolated or indigenous communities; people living and working in congregate settings; people who are homeless or have unstable housing; essential service workers; returning travellers.",18988
BC060,British Columbia,18361,18361,health services,telemedicine/virtual care,https://news.gov.bc.ca/releases/2020MMHA0009-000655,Not applicable,Not applicable,Provincial/territorial,TRUE,government of british columbia,"announced $5 million to expand existing mental health programs and services and launch new services, with a focus on adults, youth and front-line health care workers. funding will also increase access for indigenous communities and those living in rural and remote parts of b.c.",18988
BC063,British Columbia,18362,18362,public information,masks,https://news.gov.bc.ca/factsheets/non-medical-cloth-masks-are-your-choice-during-covid-19,Not applicable,Not applicable,Provincial/territorial,FALSE,provincial health officer,released statement on the use of non-medical cloth masks during covid-19,18988
BC065,British Columbia,18366,18366,travel,restrictions,https://www2.gov.bc.ca/assets/gov/health/about-bc-s-health-care-system/office-of-the-provincial-health-officer/covid-19/covid-19-pho-order-travellers-employers.pdf,Not applicable,Easing/tightening,Provincial/territorial,FALSE,minister of health,"amended ""travellers and employers order"" for procedures regarding employers of foreign workers who are working, essential workers who are travellers, and employers of essential workers who are travellers",18988
BC066,British Columbia,18366,18366,travel,self-isolation,https://news.gov.bc.ca/releases/2020EMBC0020-000689,Not applicable,Tightening,Provincial/territorial,FALSE,government of british columbia,issued requirement that all temporary foreign workers arriving in b.c. for seasonal farm work self-isolate in government-managed accommodations for 14 days prior to being transported to farms,18988
