"CSDUID2016","HRUID2018","HR","Province"
2412030,2401,"Bas-Saint-Laurent","Quebec"
2421030,2403,"Capitale-Nationale","Quebec"
2404904,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2408073,2401,"Bas-Saint-Laurent","Quebec"
2419097,2412,"Chaudiere-Appalaches","Quebec"
2407080,2401,"Bas-Saint-Laurent","Quebec"
2458012,2416,"Monteregie","Quebec"
2411040,2401,"Bas-Saint-Laurent","Quebec"
2415005,2403,"Capitale-Nationale","Quebec"
2403025,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2408023,2401,"Bas-Saint-Laurent","Quebec"
2411902,2401,"Bas-Saint-Laurent","Quebec"
2414010,2401,"Bas-Saint-Laurent","Quebec"
2496030,2409,"Cote-Nord","Quebec"
2416023,2403,"Capitale-Nationale","Quebec"
2408010,2401,"Bas-Saint-Laurent","Quebec"
2411015,2401,"Bas-Saint-Laurent","Quebec"
2487042,2408,"Abitibi-Temiscamingue","Quebec"
2417078,2412,"Chaudiere-Appalaches","Quebec"
2431122,2412,"Chaudiere-Appalaches","Quebec"
2471050,2416,"Monteregie","Quebec"
2418040,2412,"Chaudiere-Appalaches","Quebec"
2406902,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2419082,2412,"Chaudiere-Appalaches","Quebec"
2411010,2401,"Bas-Saint-Laurent","Quebec"
2413060,2401,"Bas-Saint-Laurent","Quebec"
2414060,2401,"Bas-Saint-Laurent","Quebec"
2454115,2416,"Monteregie","Quebec"
2411055,2401,"Bas-Saint-Laurent","Quebec"
2427015,2412,"Chaudiere-Appalaches","Quebec"
2452085,2414,"Lanaudiere","Quebec"
2419117,2412,"Chaudiere-Appalaches","Quebec"
2427055,2412,"Chaudiere-Appalaches","Quebec"
2430050,2405,"Estrie","Quebec"
2430072,2405,"Estrie","Quebec"
2431030,2412,"Chaudiere-Appalaches","Quebec"
2429038,2412,"Chaudiere-Appalaches","Quebec"
2480050,2407,"Outaouais","Quebec"
2456065,2416,"Monteregie","Quebec"
2429030,2412,"Chaudiere-Appalaches","Quebec"
2440010,2405,"Estrie","Quebec"
2412065,2401,"Bas-Saint-Laurent","Quebec"
2429100,2412,"Chaudiere-Appalaches","Quebec"
2448005,2416,"Monteregie","Quebec"
2426063,2412,"Chaudiere-Appalaches","Quebec"
2454065,2416,"Monteregie","Quebec"
2413100,2401,"Bas-Saint-Laurent","Quebec"
2450085,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2406804,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2413010,2401,"Bas-Saint-Laurent","Quebec"
2448015,2416,"Monteregie","Quebec"
2433007,2412,"Chaudiere-Appalaches","Quebec"
2453032,2416,"Monteregie","Quebec"
2427070,2412,"Chaudiere-Appalaches","Quebec"
2451050,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2406035,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2469025,2416,"Monteregie","Quebec"
2406030,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2488090,2408,"Abitibi-Temiscamingue","Quebec"
2413055,2401,"Bas-Saint-Laurent","Quebec"
2407904,2401,"Bas-Saint-Laurent","Quebec"
2448020,2416,"Monteregie","Quebec"
2408030,2401,"Bas-Saint-Laurent","Quebec"
2480078,2407,"Outaouais","Quebec"
2480090,2407,"Outaouais","Quebec"
2409902,2401,"Bas-Saint-Laurent","Quebec"
2457010,2416,"Monteregie","Quebec"
2442095,2405,"Estrie","Quebec"
2499802,2418,"Terres-Cries-de-la-Baie-James","Quebec"
2406040,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2457075,2416,"Monteregie","Quebec"
2453015,2416,"Monteregie","Quebec"
2480070,2407,"Outaouais","Quebec"
2406045,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2429005,2412,"Chaudiere-Appalaches","Quebec"
2459035,2416,"Monteregie","Quebec"
2429125,2412,"Chaudiere-Appalaches","Quebec"
2419055,2412,"Chaudiere-Appalaches","Quebec"
2456010,2416,"Monteregie","Quebec"
2442065,2405,"Estrie","Quebec"
2410075,2401,"Bas-Saint-Laurent","Quebec"
2491802,2402,"Saguenay-Lac-Saint-Jean","Quebec"
2461027,2414,"Lanaudiere","Quebec"
2408902,2401,"Bas-Saint-Laurent","Quebec"
2469065,2416,"Monteregie","Quebec"
2495018,2409,"Cote-Nord","Quebec"
2462906,2414,"Lanaudiere","Quebec"
2449025,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2495025,2409,"Cote-Nord","Quebec"
2462075,2414,"Lanaudiere","Quebec"
2460020,2414,"Lanaudiere","Quebec"
2430070,2405,"Estrie","Quebec"
2430090,2405,"Estrie","Quebec"
2441037,2405,"Estrie","Quebec"
2452017,2414,"Lanaudiere","Quebec"
2456055,2416,"Monteregie","Quebec"
2482025,2407,"Outaouais","Quebec"
2414055,2401,"Bas-Saint-Laurent","Quebec"
2455057,2416,"Monteregie","Quebec"
2480027,2407,"Outaouais","Quebec"
2440005,2405,"Estrie","Quebec"
2472010,2415,"Laurentides","Quebec"
2429065,2412,"Chaudiere-Appalaches","Quebec"
2466112,2406,"Montreal","Quebec"
2403902,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2405902,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2409085,2401,"Bas-Saint-Laurent","Quebec"
2407908,2401,"Bas-Saint-Laurent","Quebec"
2470030,2416,"Monteregie","Quebec"
2409077,2401,"Bas-Saint-Laurent","Quebec"
2405025,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2468050,2416,"Monteregie","Quebec"
2454008,2416,"Monteregie","Quebec"
2405020,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2405032,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2459030,2416,"Monteregie","Quebec"
2405040,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2434097,2403,"Capitale-Nationale","Quebec"
2402015,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2402902,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2488035,2408,"Abitibi-Temiscamingue","Quebec"
2476055,2415,"Laurentides","Quebec"
2412025,2401,"Bas-Saint-Laurent","Quebec"
2450113,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2498005,2409,"Cote-Nord","Quebec"
2413025,2401,"Bas-Saint-Laurent","Quebec"
2492050,2402,"Saguenay-Lac-Saint-Jean","Quebec"
2480010,2407,"Outaouais","Quebec"
2485806,2408,"Abitibi-Temiscamingue","Quebec"
2407010,2401,"Bas-Saint-Laurent","Quebec"
2489045,2408,"Abitibi-Temiscamingue","Quebec"
2494928,2402,"Saguenay-Lac-Saint-Jean","Quebec"
2419070,2412,"Chaudiere-Appalaches","Quebec"
2417010,2412,"Chaudiere-Appalaches","Quebec"
2426005,2412,"Chaudiere-Appalaches","Quebec"
2434078,2403,"Capitale-Nationale","Quebec"
2409092,2401,"Bas-Saint-Laurent","Quebec"
2438070,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2409025,2401,"Bas-Saint-Laurent","Quebec"
2472043,2415,"Laurentides","Quebec"
2485090,2408,"Abitibi-Temiscamingue","Quebec"
2456030,2416,"Monteregie","Quebec"
2471125,2416,"Monteregie","Quebec"
2405010,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2431025,2412,"Chaudiere-Appalaches","Quebec"
2476025,2415,"Laurentides","Quebec"
2460005,2414,"Lanaudiere","Quebec"
2454025,2416,"Monteregie","Quebec"
2447055,2405,"Estrie","Quebec"
2408035,2401,"Bas-Saint-Laurent","Quebec"
2488065,2408,"Abitibi-Temiscamingue","Quebec"
2487095,2408,"Abitibi-Temiscamingue","Quebec"
2484015,2407,"Outaouais","Quebec"
2457030,2416,"Monteregie","Quebec"
2456050,2416,"Monteregie","Quebec"
2461030,2414,"Lanaudiere","Quebec"
2468055,2416,"Monteregie","Quebec"
2432080,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2452062,2414,"Lanaudiere","Quebec"
2417005,2412,"Chaudiere-Appalaches","Quebec"
2405077,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2433040,2412,"Chaudiere-Appalaches","Quebec"
2408040,2401,"Bas-Saint-Laurent","Quebec"
2409035,2401,"Bas-Saint-Laurent","Quebec"
2409048,2401,"Bas-Saint-Laurent","Quebec"
2419015,2412,"Chaudiere-Appalaches","Quebec"
2409020,2401,"Bas-Saint-Laurent","Quebec"
2416050,2403,"Capitale-Nationale","Quebec"
2407100,2401,"Bas-Saint-Laurent","Quebec"
2409015,2401,"Bas-Saint-Laurent","Quebec"
2407914,2401,"Bas-Saint-Laurent","Quebec"
2408080,2401,"Bas-Saint-Laurent","Quebec"
2419062,2412,"Chaudiere-Appalaches","Quebec"
2419045,2412,"Chaudiere-Appalaches","Quebec"
2407018,2401,"Bas-Saint-Laurent","Quebec"
2407005,2401,"Bas-Saint-Laurent","Quebec"
2426035,2412,"Chaudiere-Appalaches","Quebec"
2463035,2414,"Lanaudiere","Quebec"
2426040,2412,"Chaudiere-Appalaches","Quebec"
2409030,2401,"Bas-Saint-Laurent","Quebec"
2463060,2414,"Lanaudiere","Quebec"
2407075,2401,"Bas-Saint-Laurent","Quebec"
2407085,2401,"Bas-Saint-Laurent","Quebec"
2404030,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2412035,2401,"Bas-Saint-Laurent","Quebec"
2414025,2401,"Bas-Saint-Laurent","Quebec"
2468015,2416,"Monteregie","Quebec"
2407095,2401,"Bas-Saint-Laurent","Quebec"
2407040,2401,"Bas-Saint-Laurent","Quebec"
2403904,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2409010,2401,"Bas-Saint-Laurent","Quebec"
2407065,2401,"Bas-Saint-Laurent","Quebec"
2409005,2401,"Bas-Saint-Laurent","Quebec"
2428005,2412,"Chaudiere-Appalaches","Quebec"
2457035,2416,"Monteregie","Quebec"
2407057,2401,"Bas-Saint-Laurent","Quebec"
2426015,2412,"Chaudiere-Appalaches","Quebec"
2428025,2412,"Chaudiere-Appalaches","Quebec"
2452080,2414,"Lanaudiere","Quebec"
2428015,2412,"Chaudiere-Appalaches","Quebec"
2482020,2407,"Outaouais","Quebec"
2489010,2408,"Abitibi-Temiscamingue","Quebec"
2484100,2407,"Outaouais","Quebec"
2409040,2401,"Bas-Saint-Laurent","Quebec"
2428053,2412,"Chaudiere-Appalaches","Quebec"
2428045,2412,"Chaudiere-Appalaches","Quebec"
2419005,2412,"Chaudiere-Appalaches","Quebec"
2418005,2412,"Chaudiere-Appalaches","Quebec"
2463013,2414,"Lanaudiere","Quebec"
2428075,2412,"Chaudiere-Appalaches","Quebec"
2428060,2412,"Chaudiere-Appalaches","Quebec"
2467025,2416,"Monteregie","Quebec"
2403015,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2444080,2405,"Estrie","Quebec"
2453050,2416,"Monteregie","Quebec"
2450057,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2451008,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2453020,2416,"Monteregie","Quebec"
2452090,2414,"Lanaudiere","Quebec"
2434115,2403,"Capitale-Nationale","Quebec"
2462015,2414,"Lanaudiere","Quebec"
2451035,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2452055,2414,"Lanaudiere","Quebec"
2461020,2414,"Lanaudiere","Quebec"
2485005,2408,"Abitibi-Temiscamingue","Quebec"
2452030,2414,"Lanaudiere","Quebec"
2434906,2403,"Capitale-Nationale","Quebec"
2434904,2403,"Capitale-Nationale","Quebec"
2453085,2416,"Monteregie","Quebec"
2406904,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2450100,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2405015,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2452045,2414,"Lanaudiere","Quebec"
2452035,2414,"Lanaudiere","Quebec"
2452095,2414,"Lanaudiere","Quebec"
2451040,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2422015,2403,"Capitale-Nationale","Quebec"
2434090,2403,"Capitale-Nationale","Quebec"
2409060,2401,"Bas-Saint-Laurent","Quebec"
2439085,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2450042,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2448010,2416,"Monteregie","Quebec"
2454072,2416,"Monteregie","Quebec"
2439155,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2439090,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2493080,2402,"Saguenay-Lac-Saint-Jean","Quebec"
2409065,2401,"Bas-Saint-Laurent","Quebec"
2449125,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2492065,2402,"Saguenay-Lac-Saint-Jean","Quebec"
2439165,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2449113,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2429025,2412,"Chaudiere-Appalaches","Quebec"
2439043,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2492902,2402,"Saguenay-Lac-Saint-Jean","Quebec"
2431100,2412,"Chaudiere-Appalaches","Quebec"
2448045,2416,"Monteregie","Quebec"
2454095,2416,"Monteregie","Quebec"
2407030,2401,"Bas-Saint-Laurent","Quebec"
2439105,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2429095,2412,"Chaudiere-Appalaches","Quebec"
2449085,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2487080,2408,"Abitibi-Temiscamingue","Quebec"
2439097,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2407105,2401,"Bas-Saint-Laurent","Quebec"
2485020,2408,"Abitibi-Temiscamingue","Quebec"
2485025,2408,"Abitibi-Temiscamingue","Quebec"
2442100,2405,"Estrie","Quebec"
2449075,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2449100,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2450030,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2485085,2408,"Abitibi-Temiscamingue","Quebec"
2439135,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2450013,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2485045,2408,"Abitibi-Temiscamingue","Quebec"
2407035,2401,"Bas-Saint-Laurent","Quebec"
2407090,2401,"Bas-Saint-Laurent","Quebec"
2454060,2416,"Monteregie","Quebec"
2444060,2405,"Estrie","Quebec"
2403020,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2440025,2405,"Estrie","Quebec"
2445095,2405,"Estrie","Quebec"
2445060,2405,"Estrie","Quebec"
2431050,2412,"Chaudiere-Appalaches","Quebec"
2444045,2405,"Estrie","Quebec"
2445025,2405,"Estrie","Quebec"
2441012,2405,"Estrie","Quebec"
2446065,2405,"Estrie","Quebec"
2447030,2405,"Estrie","Quebec"
2445105,2405,"Estrie","Quebec"
2497902,2409,"Cote-Nord","Quebec"
2449095,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2429020,2412,"Chaudiere-Appalaches","Quebec"
2439005,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2496025,2409,"Cote-Nord","Quebec"
2444003,2405,"Estrie","Quebec"
2483902,2407,"Outaouais","Quebec"
2489015,2408,"Abitibi-Temiscamingue","Quebec"
2485060,2408,"Abitibi-Temiscamingue","Quebec"
2485065,2408,"Abitibi-Temiscamingue","Quebec"
2488010,2408,"Abitibi-Temiscamingue","Quebec"
2488902,2408,"Abitibi-Temiscamingue","Quebec"
2489040,2408,"Abitibi-Temiscamingue","Quebec"
2487090,2408,"Abitibi-Temiscamingue","Quebec"
2488075,2408,"Abitibi-Temiscamingue","Quebec"
2487085,2408,"Abitibi-Temiscamingue","Quebec"
2488022,2408,"Abitibi-Temiscamingue","Quebec"
2435045,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2451020,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2487904,2408,"Abitibi-Temiscamingue","Quebec"
2485095,2408,"Abitibi-Temiscamingue","Quebec"
2489902,2408,"Abitibi-Temiscamingue","Quebec"
2457033,2416,"Monteregie","Quebec"
2499035,2418,"Terres-Cries-de-la-Baie-James","Quebec"
2488904,2408,"Abitibi-Temiscamingue","Quebec"
2434030,2403,"Capitale-Nationale","Quebec"
2488085,2408,"Abitibi-Temiscamingue","Quebec"
2487010,2408,"Abitibi-Temiscamingue","Quebec"
2488070,2408,"Abitibi-Temiscamingue","Quebec"
2487100,2408,"Abitibi-Temiscamingue","Quebec"
2487030,2408,"Abitibi-Temiscamingue","Quebec"
2487020,2408,"Abitibi-Temiscamingue","Quebec"
2489050,2408,"Abitibi-Temiscamingue","Quebec"
2438047,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2489804,2408,"Abitibi-Temiscamingue","Quebec"
2487035,2408,"Abitibi-Temiscamingue","Quebec"
2499879,2417,"Nunavik","Quebec"
2438065,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2433123,2412,"Chaudiere-Appalaches","Quebec"
2485105,2408,"Abitibi-Temiscamingue","Quebec"
2487025,2408,"Abitibi-Temiscamingue","Quebec"
2433060,2412,"Chaudiere-Appalaches","Quebec"
2457025,2416,"Monteregie","Quebec"
2457045,2416,"Monteregie","Quebec"
2457050,2416,"Monteregie","Quebec"
2435020,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2460035,2414,"Lanaudiere","Quebec"
2438015,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2437220,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2457068,2416,"Monteregie","Quebec"
2461005,2414,"Lanaudiere","Quebec"
2437245,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2438005,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2455065,2416,"Monteregie","Quebec"
2483010,2407,"Outaouais","Quebec"
2483912,2407,"Outaouais","Quebec"
2484090,2407,"Outaouais","Quebec"
2484025,2407,"Outaouais","Quebec"
2484045,2407,"Outaouais","Quebec"
2484070,2407,"Outaouais","Quebec"
2483060,2407,"Outaouais","Quebec"
2483085,2407,"Outaouais","Quebec"
2484095,2407,"Outaouais","Quebec"
2479065,2415,"Laurentides","Quebec"
2483906,2407,"Outaouais","Quebec"
2484030,2407,"Outaouais","Quebec"
2494225,2402,"Saguenay-Lac-Saint-Jean","Quebec"
2484020,2407,"Outaouais","Quebec"
2483070,2407,"Outaouais","Quebec"
2484050,2407,"Outaouais","Quebec"
2483904,2407,"Outaouais","Quebec"
2483802,2407,"Outaouais","Quebec"
2483050,2407,"Outaouais","Quebec"
2483095,2407,"Outaouais","Quebec"
2497808,2409,"Cote-Nord","Quebec"
2479047,2415,"Laurentides","Quebec"
2479022,2415,"Laurentides","Quebec"
2435035,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2451025,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2437240,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2487120,2408,"Abitibi-Temiscamingue","Quebec"
2437235,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2488050,2408,"Abitibi-Temiscamingue","Quebec"
2494265,2402,"Saguenay-Lac-Saint-Jean","Quebec"
2492005,2402,"Saguenay-Lac-Saint-Jean","Quebec"
2435040,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2451080,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2446005,2405,"Estrie","Quebec"
2446035,2405,"Estrie","Quebec"
2456105,2405,"Estrie","Quebec"
2455015,2405,"Estrie","Quebec"
2446085,2405,"Estrie","Quebec"
2447025,2405,"Estrie","Quebec"
2446070,2405,"Estrie","Quebec"
2420020,2403,"Capitale-Nationale","Quebec"
2416055,2403,"Capitale-Nationale","Quebec"
2446045,2405,"Estrie","Quebec"
2420030,2403,"Capitale-Nationale","Quebec"
2446030,2405,"Estrie","Quebec"
2470035,2416,"Monteregie","Quebec"
2446100,2405,"Estrie","Quebec"
2469802,2416,"Monteregie","Quebec"
2471015,2416,"Monteregie","Quebec"
2469060,2416,"Monteregie","Quebec"
2469037,2416,"Monteregie","Quebec"
2469055,2416,"Monteregie","Quebec"
2446090,2405,"Estrie","Quebec"
2469050,2416,"Monteregie","Quebec"
2446025,2405,"Estrie","Quebec"
2456035,2416,"Monteregie","Quebec"
2456015,2416,"Monteregie","Quebec"
2456023,2416,"Monteregie","Quebec"
2434085,2403,"Capitale-Nationale","Quebec"
2452007,2414,"Lanaudiere","Quebec"
2435015,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2437250,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2453040,2416,"Monteregie","Quebec"
2493902,2402,"Saguenay-Lac-Saint-Jean","Quebec"
2496802,2409,"Cote-Nord","Quebec"
2415902,2403,"Capitale-Nationale","Quebec"
2468020,2416,"Monteregie","Quebec"
2473025,2415,"Laurentides","Quebec"
2485070,2408,"Abitibi-Temiscamingue","Quebec"
2499120,2417,"Nunavik","Quebec"
2499135,2417,"Nunavik","Quebec"
2476030,2415,"Laurentides","Quebec"
2480140,2407,"Outaouais","Quebec"
2427050,2412,"Chaudiere-Appalaches","Quebec"
2488030,2408,"Abitibi-Temiscamingue","Quebec"
2499115,2417,"Nunavik","Quebec"
2499075,2417,"Nunavik","Quebec"
2453072,2416,"Monteregie","Quebec"
2453065,2416,"Monteregie","Quebec"
2499904,2417,"Nunavik","Quebec"
2420025,2403,"Capitale-Nationale","Quebec"
2488040,2408,"Abitibi-Temiscamingue","Quebec"
2480015,2407,"Outaouais","Quebec"
2426010,2412,"Chaudiere-Appalaches","Quebec"
2498025,2409,"Cote-Nord","Quebec"
2480065,2407,"Outaouais","Quebec"
2492015,2402,"Saguenay-Lac-Saint-Jean","Quebec"
2480125,2407,"Outaouais","Quebec"
2477050,2415,"Laurentides","Quebec"
2499806,2418,"Terres-Cries-de-la-Baie-James","Quebec"
2488015,2408,"Abitibi-Temiscamingue","Quebec"
2451070,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2485010,2408,"Abitibi-Temiscamingue","Quebec"
2483804,2407,"Outaouais","Quebec"
2405065,2411,"Gaspesie-Iles-de-la-Madeleine","Quebec"
2496040,2409,"Cote-Nord","Quebec"
2489802,2408,"Abitibi-Temiscamingue","Quebec"
2455008,2405,"Estrie","Quebec"
2471095,2416,"Monteregie","Quebec"
2469030,2416,"Monteregie","Quebec"
2409055,2401,"Bas-Saint-Laurent","Quebec"
2499818,2418,"Terres-Cries-de-la-Baie-James","Quebec"
2477055,2415,"Laurentides","Quebec"
2499090,2417,"Nunavik","Quebec"
2499816,2418,"Terres-Cries-de-la-Baie-James","Quebec"
2435904,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2468040,2416,"Monteregie","Quebec"
2499804,2418,"Terres-Cries-de-la-Baie-James","Quebec"
2434120,2403,"Capitale-Nationale","Quebec"
2434105,2403,"Capitale-Nationale","Quebec"
2480085,2407,"Outaouais","Quebec"
2438040,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2437225,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2422902,2403,"Capitale-Nationale","Quebec"
2418060,2412,"Chaudiere-Appalaches","Quebec"
2480020,2407,"Outaouais","Quebec"
2480130,2407,"Outaouais","Quebec"
2476035,2415,"Laurentides","Quebec"
2487110,2408,"Abitibi-Temiscamingue","Quebec"
2499812,2418,"Terres-Cries-de-la-Baie-James","Quebec"
2499055,2418,"Terres-Cries-de-la-Baie-James","Quebec"
2499902,2417,"Nunavik","Quebec"
2480103,2407,"Outaouais","Quebec"
2480060,2407,"Outaouais","Quebec"
2445100,2405,"Estrie","Quebec"
2485802,2408,"Abitibi-Temiscamingue","Quebec"
2476052,2415,"Laurentides","Quebec"
2480005,2407,"Outaouais","Quebec"
2480115,2407,"Outaouais","Quebec"
2420010,2403,"Capitale-Nationale","Quebec"
2480145,2407,"Outaouais","Quebec"
2478042,2415,"Laurentides","Quebec"
2480110,2407,"Outaouais","Quebec"
2490017,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2438028,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2450023,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2407025,2401,"Bas-Saint-Laurent","Quebec"
2441065,2405,"Estrie","Quebec"
2488060,2408,"Abitibi-Temiscamingue","Quebec"
2469075,2416,"Monteregie","Quebec"
2428065,2412,"Chaudiere-Appalaches","Quebec"
2498012,2409,"Cote-Nord","Quebec"
2434902,2403,"Capitale-Nationale","Quebec"
2493060,2402,"Saguenay-Lac-Saint-Jean","Quebec"
2452070,2414,"Lanaudiere","Quebec"
2462912,2414,"Lanaudiere","Quebec"
2462908,2414,"Lanaudiere","Quebec"
2441020,2405,"Estrie","Quebec"
2442060,2405,"Estrie","Quebec"
2430105,2405,"Estrie","Quebec"
2440032,2405,"Estrie","Quebec"
2498045,2409,"Cote-Nord","Quebec"
2485055,2408,"Abitibi-Temiscamingue","Quebec"
2483075,2407,"Outaouais","Quebec"
2454125,2416,"Monteregie","Quebec"
2483088,2407,"Outaouais","Quebec"
2483055,2407,"Outaouais","Quebec"
2454105,2416,"Monteregie","Quebec"
2453010,2416,"Monteregie","Quebec"
2450802,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2452050,2414,"Lanaudiere","Quebec"
2450090,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2430020,2405,"Estrie","Quebec"
2450095,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2491030,2402,"Saguenay-Lac-Saint-Jean","Quebec"
2450065,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2471115,2416,"Monteregie","Quebec"
2435055,2404,"Mauricie et du Centre-du-Quebec","Quebec"
2487075,2408,"Abitibi-Temiscamingue","Quebec"
2485804,2408,"Abitibi-Temiscamingue","Quebec"
2488045,2408,"Abitibi-Temiscamingue","Quebec"
2446095,2405,"Estrie","Quebec"
2487015,2408,"Abitibi-Temiscamingue","Quebec"
2453025,2416,"Monteregie","Quebec"
2416902,2403,"Capitale-Nationale","Quebec"
2446040,2405,"Estrie","Quebec"
2415904,2403,"Capitale-Nationale","Quebec"
2494205,2402,"Saguenay-Lac-Saint-Jean","Quebec"
2499888,2417,"Nunavik","Quebec"
